method,score_type,selection_type,target_active_ratio,sample_index,active_token_num,skipped_token_num,prediction,dense_prediction,label
Q16-ESLA,k,topk,0.7,3209,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3210,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3211,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3212,12,4,1,0,1
Q16-ESLA,k,topk,0.7,3213,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3214,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3215,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3216,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3217,12,4,0,0,1
Q16-ESLA,k,topk,0.7,3218,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3219,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3220,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3221,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3222,12,4,0,0,0
Q16-ESLA,k,topk,0.7,3223,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3224,12,4,0,0,1
Q16-ESLA,k,topk,0.7,3225,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3226,12,4,0,0,1
Q16-ESLA,k,topk,0.7,3227,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3228,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3229,12,4,0,0,0
Q16-ESLA,k,topk,0.7,3230,12,4,0,1,1
Q16-ESLA,k,topk,0.7,3231,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3232,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3233,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3234,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3235,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3236,12,4,0,0,0
Q16-ESLA,k,topk,0.7,3237,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3238,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3239,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3240,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3241,12,4,0,0,0
Q16-ESLA,k,topk,0.7,3242,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3243,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3244,12,4,1,1,0
Q16-ESLA,k,topk,0.7,3245,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3246,12,4,0,1,1
Q16-ESLA,k,topk,0.7,3247,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3248,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3249,12,4,0,0,0
Q16-ESLA,k,topk,0.7,3250,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3251,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3252,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3253,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3254,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3255,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3256,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3257,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3258,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3259,12,4,0,0,0
Q16-ESLA,k,topk,0.7,3260,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3261,12,4,0,0,1
Q16-ESLA,k,topk,0.7,3262,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3263,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3264,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3265,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3266,12,4,0,0,0
Q16-ESLA,k,topk,0.7,3267,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3268,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3269,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3270,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3271,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3272,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3273,12,4,0,0,1
Q16-ESLA,k,topk,0.7,3274,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3275,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3276,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3277,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3278,12,4,1,0,0
Q16-ESLA,k,topk,0.7,3279,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3280,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3281,12,4,1,1,0
Q16-ESLA,k,topk,0.7,3282,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3283,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3284,12,4,0,0,1
Q16-ESLA,k,topk,0.7,3285,12,4,0,0,0
Q16-ESLA,k,topk,0.7,3286,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3287,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3288,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3289,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3290,12,4,0,0,0
Q16-ESLA,k,topk,0.7,3291,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3292,12,4,0,0,1
Q16-ESLA,k,topk,0.7,3293,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3294,12,4,0,0,1
Q16-ESLA,k,topk,0.7,3295,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3296,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3297,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3298,12,4,0,0,1
Q16-ESLA,k,topk,0.7,3299,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3300,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3301,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3302,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3303,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3304,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3305,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3306,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3307,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3308,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3309,12,4,0,0,0
Q16-ESLA,k,topk,0.7,3310,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3311,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3312,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3313,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3314,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3315,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3316,12,4,0,0,0
Q16-ESLA,k,topk,0.7,3317,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3318,12,4,0,0,0
Q16-ESLA,k,topk,0.7,3319,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3320,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3321,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3322,12,4,0,0,0
Q16-ESLA,k,topk,0.7,3323,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3324,12,4,0,0,1
Q16-ESLA,k,topk,0.7,3325,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3326,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3327,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3328,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3329,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3330,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3331,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3332,12,4,0,0,0
Q16-ESLA,k,topk,0.7,3333,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3334,12,4,0,0,0
Q16-ESLA,k,topk,0.7,3335,12,4,0,0,0
Q16-ESLA,k,topk,0.7,3336,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3337,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3338,12,4,0,0,0
Q16-ESLA,k,topk,0.7,3339,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3340,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3341,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3342,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3343,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3344,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3345,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3346,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3347,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3348,12,4,0,0,0
Q16-ESLA,k,topk,0.7,3349,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3350,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3351,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3352,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3353,12,4,0,0,0
Q16-ESLA,k,topk,0.7,3354,12,4,0,0,0
Q16-ESLA,k,topk,0.7,3355,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3356,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3357,12,4,1,0,0
Q16-ESLA,k,topk,0.7,3358,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3359,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3360,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3361,12,4,0,0,0
Q16-ESLA,k,topk,0.7,3362,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3363,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3364,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3365,12,4,0,0,0
Q16-ESLA,k,topk,0.7,3366,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3367,12,4,0,0,1
Q16-ESLA,k,topk,0.7,3368,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3369,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3370,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3371,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3372,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3373,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3374,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3375,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3376,12,4,1,0,1
Q16-ESLA,k,topk,0.7,3377,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3378,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3379,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3380,12,4,0,0,1
Q16-ESLA,k,topk,0.7,3381,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3382,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3383,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3384,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3385,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3386,12,4,0,1,1
Q16-ESLA,k,topk,0.7,3387,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3388,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3389,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3390,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3391,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3392,12,4,0,1,1
Q16-ESLA,k,topk,0.7,3393,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3394,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3395,12,4,0,0,1
Q16-ESLA,k,topk,0.7,3396,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3397,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3398,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3399,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3400,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3401,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3402,12,4,0,0,0
Q16-ESLA,k,topk,0.7,3403,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3404,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3405,12,4,0,0,0
Q16-ESLA,k,topk,0.7,3406,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3407,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3408,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3409,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3410,12,4,0,0,0
Q16-ESLA,k,topk,0.7,3411,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3412,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3413,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3414,12,4,0,0,0
Q16-ESLA,k,topk,0.7,3415,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3416,12,4,0,0,0
Q16-ESLA,k,topk,0.7,3417,12,4,0,1,1
Q16-ESLA,k,topk,0.7,3418,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3419,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3420,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3421,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3422,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3423,12,4,1,1,0
Q16-ESLA,k,topk,0.7,3424,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3425,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3426,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3427,12,4,0,0,0
Q16-ESLA,k,topk,0.7,3428,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3429,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3430,12,4,0,1,1
Q16-ESLA,k,topk,0.7,3431,12,4,0,0,0
Q16-ESLA,k,topk,0.7,3432,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3433,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3434,12,4,0,1,1
Q16-ESLA,k,topk,0.7,3435,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3436,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3437,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3438,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3439,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3440,12,4,0,0,0
Q16-ESLA,k,topk,0.7,3441,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3442,12,4,1,1,1
Q16-ESLA,k,topk,0.7,3443,12,4,1,1,1
Q16-ESLA,k,topk,0.8,0,13,3,0,0,0
Q16-ESLA,k,topk,0.8,1,13,3,1,1,1
Q16-ESLA,k,topk,0.8,2,13,3,1,1,1
Q16-ESLA,k,topk,0.8,3,13,3,0,0,1
Q16-ESLA,k,topk,0.8,4,13,3,1,1,1
Q16-ESLA,k,topk,0.8,5,13,3,1,1,1
Q16-ESLA,k,topk,0.8,6,13,3,1,1,1
Q16-ESLA,k,topk,0.8,7,13,3,1,1,1
Q16-ESLA,k,topk,0.8,8,13,3,1,1,1
Q16-ESLA,k,topk,0.8,9,13,3,1,1,1
Q16-ESLA,k,topk,0.8,10,13,3,1,1,1
Q16-ESLA,k,topk,0.8,11,13,3,1,1,1
Q16-ESLA,k,topk,0.8,12,13,3,1,1,1
Q16-ESLA,k,topk,0.8,13,13,3,1,1,1
Q16-ESLA,k,topk,0.8,14,13,3,1,1,1
Q16-ESLA,k,topk,0.8,15,13,3,1,1,1
Q16-ESLA,k,topk,0.8,16,13,3,1,1,1
Q16-ESLA,k,topk,0.8,17,13,3,1,1,1
Q16-ESLA,k,topk,0.8,18,13,3,1,1,1
Q16-ESLA,k,topk,0.8,19,13,3,1,1,1
Q16-ESLA,k,topk,0.8,20,13,3,1,1,1
Q16-ESLA,k,topk,0.8,21,13,3,1,1,1
Q16-ESLA,k,topk,0.8,22,13,3,1,1,1
Q16-ESLA,k,topk,0.8,23,13,3,1,1,1
Q16-ESLA,k,topk,0.8,24,13,3,1,1,1
Q16-ESLA,k,topk,0.8,25,13,3,1,1,1
Q16-ESLA,k,topk,0.8,26,13,3,1,1,1
Q16-ESLA,k,topk,0.8,27,13,3,0,0,0
Q16-ESLA,k,topk,0.8,28,13,3,1,1,1
Q16-ESLA,k,topk,0.8,29,13,3,1,1,1
Q16-ESLA,k,topk,0.8,30,13,3,1,1,1
Q16-ESLA,k,topk,0.8,31,13,3,1,1,1
Q16-ESLA,k,topk,0.8,32,13,3,1,1,1
Q16-ESLA,k,topk,0.8,33,13,3,1,1,1
Q16-ESLA,k,topk,0.8,34,13,3,0,0,0
Q16-ESLA,k,topk,0.8,35,13,3,1,1,1
Q16-ESLA,k,topk,0.8,36,13,3,0,0,0
Q16-ESLA,k,topk,0.8,37,13,3,1,1,1
Q16-ESLA,k,topk,0.8,38,13,3,1,1,1
Q16-ESLA,k,topk,0.8,39,13,3,1,1,1
Q16-ESLA,k,topk,0.8,40,13,3,0,0,0
Q16-ESLA,k,topk,0.8,41,13,3,1,1,1
Q16-ESLA,k,topk,0.8,42,13,3,1,1,1
Q16-ESLA,k,topk,0.8,43,13,3,0,0,0
Q16-ESLA,k,topk,0.8,44,13,3,1,1,1
Q16-ESLA,k,topk,0.8,45,13,3,1,1,1
Q16-ESLA,k,topk,0.8,46,13,3,1,1,1
Q16-ESLA,k,topk,0.8,47,13,3,1,1,1
Q16-ESLA,k,topk,0.8,48,13,3,1,1,1
Q16-ESLA,k,topk,0.8,49,13,3,1,1,1
Q16-ESLA,k,topk,0.8,50,13,3,1,1,1
Q16-ESLA,k,topk,0.8,51,13,3,1,1,1
Q16-ESLA,k,topk,0.8,52,13,3,1,1,1
Q16-ESLA,k,topk,0.8,53,13,3,1,1,1
Q16-ESLA,k,topk,0.8,54,13,3,1,1,1
Q16-ESLA,k,topk,0.8,55,13,3,1,1,1
Q16-ESLA,k,topk,0.8,56,13,3,1,1,1
Q16-ESLA,k,topk,0.8,57,13,3,0,0,0
Q16-ESLA,k,topk,0.8,58,13,3,1,1,1
Q16-ESLA,k,topk,0.8,59,13,3,1,1,1
Q16-ESLA,k,topk,0.8,60,13,3,1,1,1
Q16-ESLA,k,topk,0.8,61,13,3,0,0,0
Q16-ESLA,k,topk,0.8,62,13,3,1,1,1
Q16-ESLA,k,topk,0.8,63,13,3,0,0,0
Q16-ESLA,k,topk,0.8,64,13,3,1,1,1
Q16-ESLA,k,topk,0.8,65,13,3,0,0,0
Q16-ESLA,k,topk,0.8,66,13,3,1,1,1
Q16-ESLA,k,topk,0.8,67,13,3,0,0,0
Q16-ESLA,k,topk,0.8,68,13,3,1,1,1
Q16-ESLA,k,topk,0.8,69,13,3,1,1,1
Q16-ESLA,k,topk,0.8,70,13,3,1,1,1
Q16-ESLA,k,topk,0.8,71,13,3,0,1,1
Q16-ESLA,k,topk,0.8,72,13,3,1,1,1
Q16-ESLA,k,topk,0.8,73,13,3,0,0,1
Q16-ESLA,k,topk,0.8,74,13,3,1,1,1
Q16-ESLA,k,topk,0.8,75,13,3,1,1,1
Q16-ESLA,k,topk,0.8,76,13,3,0,0,0
Q16-ESLA,k,topk,0.8,77,13,3,1,1,1
Q16-ESLA,k,topk,0.8,78,13,3,1,1,1
Q16-ESLA,k,topk,0.8,79,13,3,1,1,1
Q16-ESLA,k,topk,0.8,80,13,3,0,0,0
Q16-ESLA,k,topk,0.8,81,13,3,0,0,0
Q16-ESLA,k,topk,0.8,82,13,3,1,1,1
Q16-ESLA,k,topk,0.8,83,13,3,1,1,1
Q16-ESLA,k,topk,0.8,84,13,3,1,1,1
Q16-ESLA,k,topk,0.8,85,13,3,1,1,1
Q16-ESLA,k,topk,0.8,86,13,3,1,1,0
Q16-ESLA,k,topk,0.8,87,13,3,1,1,1
Q16-ESLA,k,topk,0.8,88,13,3,0,1,1
Q16-ESLA,k,topk,0.8,89,13,3,1,1,1
Q16-ESLA,k,topk,0.8,90,13,3,1,1,1
Q16-ESLA,k,topk,0.8,91,13,3,0,0,1
Q16-ESLA,k,topk,0.8,92,13,3,1,1,1
Q16-ESLA,k,topk,0.8,93,13,3,1,1,1
Q16-ESLA,k,topk,0.8,94,13,3,1,1,1
Q16-ESLA,k,topk,0.8,95,13,3,1,1,1
Q16-ESLA,k,topk,0.8,96,13,3,1,1,1
Q16-ESLA,k,topk,0.8,97,13,3,1,1,1
Q16-ESLA,k,topk,0.8,98,13,3,1,1,1
Q16-ESLA,k,topk,0.8,99,13,3,1,1,1
Q16-ESLA,k,topk,0.8,100,13,3,1,1,1
Q16-ESLA,k,topk,0.8,101,13,3,1,1,1
Q16-ESLA,k,topk,0.8,102,13,3,1,1,1
Q16-ESLA,k,topk,0.8,103,13,3,1,1,1
Q16-ESLA,k,topk,0.8,104,13,3,0,0,1
Q16-ESLA,k,topk,0.8,105,13,3,1,1,1
Q16-ESLA,k,topk,0.8,106,13,3,0,0,1
Q16-ESLA,k,topk,0.8,107,13,3,0,0,1
Q16-ESLA,k,topk,0.8,108,13,3,1,1,1
Q16-ESLA,k,topk,0.8,109,13,3,1,1,1
Q16-ESLA,k,topk,0.8,110,13,3,0,0,0
Q16-ESLA,k,topk,0.8,111,13,3,1,1,1
Q16-ESLA,k,topk,0.8,112,13,3,1,1,1
Q16-ESLA,k,topk,0.8,113,13,3,1,1,1
Q16-ESLA,k,topk,0.8,114,13,3,1,1,1
Q16-ESLA,k,topk,0.8,115,13,3,1,1,1
Q16-ESLA,k,topk,0.8,116,13,3,1,1,1
Q16-ESLA,k,topk,0.8,117,13,3,0,0,0
Q16-ESLA,k,topk,0.8,118,13,3,1,1,1
Q16-ESLA,k,topk,0.8,119,13,3,1,1,1
Q16-ESLA,k,topk,0.8,120,13,3,1,1,1
Q16-ESLA,k,topk,0.8,121,13,3,1,1,1
Q16-ESLA,k,topk,0.8,122,13,3,1,1,1
Q16-ESLA,k,topk,0.8,123,13,3,1,1,1
Q16-ESLA,k,topk,0.8,124,13,3,0,0,0
Q16-ESLA,k,topk,0.8,125,13,3,1,1,1
Q16-ESLA,k,topk,0.8,126,13,3,1,1,1
Q16-ESLA,k,topk,0.8,127,13,3,1,1,1
Q16-ESLA,k,topk,0.8,128,13,3,1,1,1
Q16-ESLA,k,topk,0.8,129,13,3,1,1,0
Q16-ESLA,k,topk,0.8,130,13,3,0,0,0
Q16-ESLA,k,topk,0.8,131,13,3,1,1,1
Q16-ESLA,k,topk,0.8,132,13,3,1,1,1
Q16-ESLA,k,topk,0.8,133,13,3,1,1,1
Q16-ESLA,k,topk,0.8,134,13,3,0,0,0
Q16-ESLA,k,topk,0.8,135,13,3,1,1,1
Q16-ESLA,k,topk,0.8,136,13,3,1,1,1
Q16-ESLA,k,topk,0.8,137,13,3,1,1,1
Q16-ESLA,k,topk,0.8,138,13,3,0,0,0
Q16-ESLA,k,topk,0.8,139,13,3,1,1,1
Q16-ESLA,k,topk,0.8,140,13,3,0,0,0
Q16-ESLA,k,topk,0.8,141,13,3,1,1,1
Q16-ESLA,k,topk,0.8,142,13,3,1,1,1
Q16-ESLA,k,topk,0.8,143,13,3,1,1,1
Q16-ESLA,k,topk,0.8,144,13,3,1,1,1
Q16-ESLA,k,topk,0.8,145,13,3,1,1,1
Q16-ESLA,k,topk,0.8,146,13,3,1,1,1
Q16-ESLA,k,topk,0.8,147,13,3,1,1,1
Q16-ESLA,k,topk,0.8,148,13,3,1,1,1
Q16-ESLA,k,topk,0.8,149,13,3,1,1,1
Q16-ESLA,k,topk,0.8,150,13,3,1,1,1
Q16-ESLA,k,topk,0.8,151,13,3,1,1,1
Q16-ESLA,k,topk,0.8,152,13,3,0,1,1
Q16-ESLA,k,topk,0.8,153,13,3,1,1,1
Q16-ESLA,k,topk,0.8,154,13,3,1,1,1
Q16-ESLA,k,topk,0.8,155,13,3,1,1,1
Q16-ESLA,k,topk,0.8,156,13,3,1,1,1
Q16-ESLA,k,topk,0.8,157,13,3,1,1,1
Q16-ESLA,k,topk,0.8,158,13,3,0,0,0
Q16-ESLA,k,topk,0.8,159,13,3,1,1,1
Q16-ESLA,k,topk,0.8,160,13,3,1,1,1
Q16-ESLA,k,topk,0.8,161,13,3,1,1,1
Q16-ESLA,k,topk,0.8,162,13,3,1,1,1
Q16-ESLA,k,topk,0.8,163,13,3,1,1,1
Q16-ESLA,k,topk,0.8,164,13,3,0,0,0
Q16-ESLA,k,topk,0.8,165,13,3,0,0,0
Q16-ESLA,k,topk,0.8,166,13,3,1,1,1
Q16-ESLA,k,topk,0.8,167,13,3,0,0,0
Q16-ESLA,k,topk,0.8,168,13,3,1,1,1
Q16-ESLA,k,topk,0.8,169,13,3,0,0,0
Q16-ESLA,k,topk,0.8,170,13,3,1,1,0
Q16-ESLA,k,topk,0.8,171,13,3,1,1,1
Q16-ESLA,k,topk,0.8,172,13,3,1,1,1
Q16-ESLA,k,topk,0.8,173,13,3,1,1,1
Q16-ESLA,k,topk,0.8,174,13,3,1,1,1
Q16-ESLA,k,topk,0.8,175,13,3,1,1,1
Q16-ESLA,k,topk,0.8,176,13,3,0,0,0
Q16-ESLA,k,topk,0.8,177,13,3,1,1,1
Q16-ESLA,k,topk,0.8,178,13,3,1,1,1
Q16-ESLA,k,topk,0.8,179,13,3,1,1,1
Q16-ESLA,k,topk,0.8,180,13,3,1,1,1
Q16-ESLA,k,topk,0.8,181,13,3,1,1,1
Q16-ESLA,k,topk,0.8,182,13,3,1,1,1
Q16-ESLA,k,topk,0.8,183,13,3,1,1,1
Q16-ESLA,k,topk,0.8,184,13,3,1,1,1
Q16-ESLA,k,topk,0.8,185,13,3,1,1,1
Q16-ESLA,k,topk,0.8,186,13,3,1,1,1
Q16-ESLA,k,topk,0.8,187,13,3,1,1,0
Q16-ESLA,k,topk,0.8,188,13,3,1,1,1
Q16-ESLA,k,topk,0.8,189,13,3,1,1,1
Q16-ESLA,k,topk,0.8,190,13,3,0,0,0
Q16-ESLA,k,topk,0.8,191,13,3,1,1,1
Q16-ESLA,k,topk,0.8,192,13,3,1,1,1
Q16-ESLA,k,topk,0.8,193,13,3,1,1,1
Q16-ESLA,k,topk,0.8,194,13,3,1,1,1
Q16-ESLA,k,topk,0.8,195,13,3,1,1,1
Q16-ESLA,k,topk,0.8,196,13,3,0,0,0
Q16-ESLA,k,topk,0.8,197,13,3,1,1,1
Q16-ESLA,k,topk,0.8,198,13,3,1,1,1
Q16-ESLA,k,topk,0.8,199,13,3,1,1,1
Q16-ESLA,k,topk,0.8,200,13,3,0,0,0
Q16-ESLA,k,topk,0.8,201,13,3,1,1,1
Q16-ESLA,k,topk,0.8,202,13,3,1,1,1
Q16-ESLA,k,topk,0.8,203,13,3,1,1,1
Q16-ESLA,k,topk,0.8,204,13,3,1,1,1
Q16-ESLA,k,topk,0.8,205,13,3,1,1,1
Q16-ESLA,k,topk,0.8,206,13,3,1,1,1
Q16-ESLA,k,topk,0.8,207,13,3,1,1,1
Q16-ESLA,k,topk,0.8,208,13,3,1,1,1
Q16-ESLA,k,topk,0.8,209,13,3,0,0,0
Q16-ESLA,k,topk,0.8,210,13,3,1,1,1
Q16-ESLA,k,topk,0.8,211,13,3,1,1,1
Q16-ESLA,k,topk,0.8,212,13,3,1,1,1
Q16-ESLA,k,topk,0.8,213,13,3,0,0,0
Q16-ESLA,k,topk,0.8,214,13,3,1,1,1
Q16-ESLA,k,topk,0.8,215,13,3,0,0,0
Q16-ESLA,k,topk,0.8,216,13,3,1,1,1
Q16-ESLA,k,topk,0.8,217,13,3,1,1,1
Q16-ESLA,k,topk,0.8,218,13,3,0,0,0
Q16-ESLA,k,topk,0.8,219,13,3,1,1,1
Q16-ESLA,k,topk,0.8,220,13,3,1,1,1
Q16-ESLA,k,topk,0.8,221,13,3,1,1,1
