label,file,width,height,mode,channels,corrupted,rgb_similar
Malware,f60a0f768ce6968b2f7d1e679462da29_0.jpg,299,299,RGB,3,False,True
Malware,4f1c38d4c20c0f0378cd19c2fc38a98f_0.jpg,299,299,RGB,3,False,True
Malware,490bf5a8989d5e8b55e335ea660e693c_6.jpg,299,299,RGB,3,False,True
Malware,087a6e781282d6e112d2623b86c05acc_0.jpg,299,299,RGB,3,False,True
Malware,6dcb838667d260d8c7349605efa16ec3_0.jpg,299,299,RGB,3,False,True
Malware,da1b2d3f14aea0a2e1737adfb8469084_0.jpg,299,299,RGB,3,False,True
Malware,8f1ca155b3602caf3efb56c38a81f6c0_0.jpg,299,299,RGB,3,False,True
Malware,eeb105d864e67cbfdb1ad8da5d155247_0.jpg,299,299,RGB,3,False,True
Malware,56d32b582d6161ef1da70fe8be5463b0_8.jpg,299,299,RGB,3,False,False
Malware,a6c6b2e744efbdb7c1ee44d03e99645f_0.jpg,299,299,RGB,3,False,True
Malware,93846b0cd8e5e14e81c7f0cf997fc611_0.jpg,299,299,RGB,3,False,True
Malware,daf7ba9e4f8737530514563fa13bfda2_0.jpg,299,299,RGB,3,False,True
Malware,3c8496bbe1b37e1f428dd5bc2b3e8db2_0.jpg,299,299,RGB,3,False,True
Malware,90c998d82a6948fd343f085dc7e7f9e1_0.jpg,299,299,RGB,3,False,True
Malware,8822c097d1007f6c47fdf0f88889ac62_0.jpg,299,299,RGB,3,False,True
Malware,7aba04e9262be41dea25bcd45d91f605_0.jpg,299,299,RGB,3,False,True
Malware,0134cac93fa131de1be256578a32ac72_0.jpg,299,299,RGB,3,False,True
Malware,a3ebb7dfc713cc0ed866eda94feda236_0.jpg,299,299,RGB,3,False,True
Malware,79c2ef5598d6e2f52097694b69a1e63b_0.jpg,299,299,RGB,3,False,True
Malware,e3da6b9df70c5a11f5d529343e211d07_0.jpg,299,299,RGB,3,False,False
Malware,2f93c2136ffb51bbe14b96619b24c180_0.jpg,299,299,RGB,3,False,True
Malware,79729651110e550312cdcc368a46d5bc_0.jpg,299,299,RGB,3,False,True
Malware,212c0df198fbe139c7c3e9f5b14c18fc_0.jpg,299,299,RGB,3,False,True
Malware,7673a7236f64aad611c4599ae062f8e0_0.jpg,299,299,RGB,3,False,True
Malware,d0ead38230fccd2b1e763c51d88a05de_0.jpg,299,299,RGB,3,False,False
Malware,92c5b7321ffaa815eb64760cf41d8dac_0.jpg,299,299,RGB,3,False,True
Malware,3b32c1c74dd324c2fc50b03d2ec18403_0.jpg,299,299,RGB,3,False,True
Malware,05dd22d422f5d63a4a78288ae486e898_0.jpg,299,299,RGB,3,False,True
Malware,db7c38deb65167f1186a7d5cd51c811a_0.jpg,299,299,RGB,3,False,True
Malware,9b5b5291f7d8977eac4091fe39711d05_0.jpg,299,299,RGB,3,False,True
Malware,754acb7cfbdc468372703642365d99bc_0.jpg,299,299,RGB,3,False,True
Malware,da5e805cc261bf16b75e1428796d1a66_0.jpg,299,299,RGB,3,False,True
Malware,d9201817cb783ffff13d6ba9336b77ab_0.jpg,299,299,RGB,3,False,True
Malware,d775500a0de668b171386fe492c17652_0.jpg,299,299,RGB,3,False,True
Malware,dc2b491bcdbe87e5ed1d7d501b383e56_0.jpg,299,299,RGB,3,False,True
Malware,114d49488c39ad5cc56f881e474b9545_0.jpg,299,299,RGB,3,False,True
Malware,6e8e568cf6fcf333381cddb4b2ca36fa_0.jpg,299,299,RGB,3,False,True
Malware,191918bf6815e2417df3f3c97d744ad2_0.jpg,299,299,RGB,3,False,True
Malware,361c2c6775cf7ffdee0e81b337b84908_0.jpg,299,299,RGB,3,False,True
Malware,77f41be0a29e4576e4447d52d9888234_0.jpg,299,299,RGB,3,False,True
Malware,eab3a029f990255656080ff42bfed7bf_0.jpg,299,299,RGB,3,False,True
Malware,659eaba63fc77f32b948e8f947123982_0.jpg,299,299,RGB,3,False,True
Malware,71aca45e6384b68e281e990be269d7ac_0.jpg,299,299,RGB,3,False,True
Malware,65b345d3fcd1eab146653e9f57ea502d_0.jpg,299,299,RGB,3,False,True
Malware,a9b774f92cc4a79b342601d4dd59531e_0.jpg,299,299,RGB,3,False,True
Malware,126e3fe919e2d53f0dda8fee383ffff5_0.jpg,299,299,RGB,3,False,True
Malware,a7f2c14b036549de332d409f7dc88841_0.jpg,299,299,RGB,3,False,True
Malware,fa529405437600703794813ee3aad767_0.jpg,299,299,RGB,3,False,True
Malware,e4ddd48b3cb1c8425a368f78db1be50b_0.jpg,299,299,RGB,3,False,True
Malware,75a5de9d7332e7ca454f8113b56ad574_0.jpg,299,299,RGB,3,False,True
Malware,112dcf001496757395e881749221f5c6_0.jpg,299,299,RGB,3,False,True
Malware,b2c58bc45622d1e95724d2f5f4171c9b_0.jpg,299,299,RGB,3,False,True
Malware,bdda78cb06a37290c7fd16e76d62244a_0.jpg,299,299,RGB,3,False,True
Malware,c2836fcfa6d98f6f01a2eac29ea2910c_0.jpg,299,299,RGB,3,False,True
Malware,fdd776627563d50e127cd19bd491826e_0.jpg,299,299,RGB,3,False,True
Malware,718fd416d70465faa71125f814430fda_0.jpg,299,299,RGB,3,False,True
Malware,7736f62a885990005ac9faf5485bb4f4_0.jpg,299,299,RGB,3,False,True
Malware,a04cb923e834e6f928a371bc1c21ddf3_0.jpg,299,299,RGB,3,False,True
Malware,d2bee103cdfc063f1d01c0ab7d12577f_0.jpg,299,299,RGB,3,False,True
Malware,99e88d6e320088be6015c1bf5ca9097c_0.jpg,299,299,RGB,3,False,True
Malware,431405ab00fef98316be6122119860de_0.jpg,299,299,RGB,3,False,True
Malware,fc025c50b811976c6ec5c8dd5a301b32_0.jpg,299,299,RGB,3,False,True
Malware,9204240c0a61da71ab056e13db4e3adf_0.jpg,299,299,RGB,3,False,True
Malware,830d2f1be9dac22423176dcf710aa1b3_0.jpg,299,299,RGB,3,False,True
Malware,5bc35b188f14387ba71a079905f950cf_0.jpg,299,299,RGB,3,False,True
Malware,c2a5b122e034cce8cee9d560317b9120_0.jpg,299,299,RGB,3,False,True
Malware,e125922b26545a9dfe858668bd5b0bff_0.jpg,299,299,RGB,3,False,True
Malware,4bf010e8c78178b44f23ab8ccc517b0f_0.jpg,299,299,RGB,3,False,True
Malware,9dbeddba01064d48be242c58b5e6f909_0.jpg,299,299,RGB,3,False,True
Malware,3679203d97d00d404ab4bd1800aca06c_0.jpg,299,299,RGB,3,False,True
Malware,75c5120f2c99398375a1aaa40c55d5ce_0.jpg,299,299,RGB,3,False,True
Malware,ec8cc6bb0faa27a7b7f75ded8b7c4207_0.jpg,299,299,RGB,3,False,True
Malware,db0951d3ebcfca60b6b1d11617b8df71_0.jpg,299,299,RGB,3,False,True
Malware,a91f50648903e34f27e2ac1fdc91844a_0.jpg,299,299,RGB,3,False,True
Malware,8f2eb43375180c9597e8983e182f6349_0.jpg,299,299,RGB,3,False,True
Malware,fe84f189bc46253b81fd289ece78b9b6_0.jpg,299,299,RGB,3,False,True
Malware,9da65f435fc52bcbb077a419e9ca7fe1_0.jpg,299,299,RGB,3,False,True
Malware,d99c503ffae670350741d06f5e47e338_0.jpg,299,299,RGB,3,False,True
Malware,c736a5b1221f4bc6a9a80ed3643d5c24_0.jpg,299,299,RGB,3,False,True
Malware,e57344b83ca1ecb3d6f271d7a21a616d_0.jpg,299,299,RGB,3,False,True
Malware,40da725d1b65694e4d72f4d18913088b_0.jpg,299,299,RGB,3,False,True
Malware,0fe792a1298b2114d65811d29913c35e_0.jpg,299,299,RGB,3,False,True
Malware,08019082a32d4efd1e8e0e16d17292ea_0.jpg,299,299,RGB,3,False,True
Malware,d805543b087fb2126d02e4b31638a5ca_0.jpg,299,299,RGB,3,False,True
Malware,e46e65c8bbe2c1a5dff86197bdfcebbd_0.jpg,299,299,RGB,3,False,True
Malware,4846ca07743775b73aeb679ec8c5d816_0.jpg,299,299,RGB,3,False,True
Malware,883a25a66fb56b7b3cc26006787a9c16_0.jpg,299,299,RGB,3,False,True
Malware,94fa232f50eda831ae793bbfff622dec_0.jpg,299,299,RGB,3,False,True
Malware,1b5ea87c367befed640716d28ad8c054_0.jpg,299,299,RGB,3,False,True
Malware,e6476a5f20973d6597e7fd5a3333418e_0.jpg,299,299,RGB,3,False,True
Malware,1368bdb23be33ec790ad30c8a74840ff_0.jpg,299,299,RGB,3,False,True
Malware,bfb52dbcb33373cb6a4648e972ce1e43_0.jpg,299,299,RGB,3,False,True
Malware,4a42961ab485ffbf3b89e71c8ba230b9_0.jpg,299,299,RGB,3,False,True
Malware,84e5374b46335b17c8ad73736f558959_0.jpg,299,299,RGB,3,False,True
Malware,89a5bf2957306b858c2a98e426e64052_0.jpg,299,299,RGB,3,False,False
Malware,1d36cf98053a556418ef4ea5d65cbd56_0.jpg,299,299,RGB,3,False,True
Malware,0342fdf021f27f98a0792e3f0c7626a9_0.jpg,299,299,RGB,3,False,True
Malware,a2c15beba8fe42eb2ed8b4c3db422be2_0.jpg,299,299,RGB,3,False,True
