sample_id,label,prediction,correct,data_loading_us,ps_to_pl_us,kernel_us,pl_to_ps_us,postprocess_us,total_e2e_us,config
680,1,0,0,9.705,1148.640,975.144,386.609,18.172,2683.440,s0_dense
681,1,1,1,9.052,1141.686,972.997,383.877,18.031,2671.705,s0_dense
682,1,1,1,9.317,1202.935,973.416,386.167,17.680,2733.280,s0_dense
683,1,1,1,9.821,1156.967,973.908,389.366,18.413,2697.452,s0_dense
684,1,1,1,9.231,1151.077,975.446,386.640,18.461,2687.963,s0_dense
685,1,1,1,9.582,1139.778,974.178,438.849,19.102,2729.704,s0_dense
686,1,1,1,9.637,1166.609,975.852,387.994,18.536,2707.003,s0_dense
687,1,1,1,9.742,1152.665,975.409,386.720,19.372,2690.776,s0_dense
688,1,1,1,9.353,1145.452,973.390,384.683,18.289,2677.766,s0_dense
689,1,1,1,9.563,1143.483,981.244,440.726,19.268,2746.370,s0_dense
690,1,1,1,9.280,1203.711,981.655,392.178,18.584,2756.923,s0_dense
691,1,1,1,9.821,1163.175,974.203,388.886,18.178,2704.726,s0_dense
692,1,1,1,9.132,1151.028,978.461,385.859,18.499,2690.345,s0_dense
693,1,1,1,9.680,1234.074,981.188,392.683,19.243,2784.590,s0_dense
694,1,1,1,9.784,1168.646,971.465,387.606,18.739,2705.594,s0_dense
695,0,0,1,9.243,1149.563,976.388,388.794,19.040,2691.403,s0_dense
696,1,1,1,9.428,1139.021,973.144,448.363,18.572,2736.382,s0_dense
697,1,1,1,9.323,1159.526,971.520,388.720,18.166,2695.809,s0_dense
698,0,0,1,9.477,1145.218,972.935,386.972,17.822,2681.612,s0_dense
699,1,1,1,9.680,1146.776,974.886,384.073,18.252,2679.619,s0_dense
700,1,1,1,9.446,1148.037,970.726,403.415,17.686,2698.689,s0_dense
701,1,1,1,9.822,1157.465,973.243,384.775,18.351,2692.375,s0_dense
702,1,1,1,9.495,1154.498,977.539,386.511,18.148,2693.366,s0_dense
703,1,1,1,9.397,1141.631,970.247,386.394,18.264,2673.071,s0_dense
704,1,1,1,9.378,1211.957,973.113,388.597,18.123,2751.133,s0_dense
705,1,0,0,9.779,1157.932,978.221,387.133,19.311,2700.351,s0_dense
706,1,0,0,9.624,1148.068,975.114,386.240,18.443,2683.933,s0_dense
707,0,1,0,9.391,1150.671,972.843,448.351,18.794,2747.914,s0_dense
708,1,1,1,9.587,1165.951,976.659,388.874,18.233,2708.270,s0_dense
709,1,0,0,9.975,1148.726,980.000,385.176,18.794,2689.686,s0_dense
710,1,1,1,9.243,1140.203,974.123,387.372,17.680,2673.600,s0_dense
711,1,1,1,9.741,1144.788,975.453,410.536,18.770,2708.302,s0_dense
712,1,1,1,8.972,1165.083,976.652,390.013,18.056,2707.329,s0_dense
713,1,1,1,9.379,1150.604,972.474,386.110,18.837,2684.320,s0_dense
714,1,1,1,9.908,1141.951,976.376,389.397,18.677,2682.431,s0_dense
715,1,1,1,9.606,1198.227,974.843,391.662,19.003,2742.154,s0_dense
716,1,1,1,9.058,1160.720,974.892,386.068,18.751,2699.489,s0_dense
717,1,0,0,9.354,1150.942,976.166,384.898,18.480,2687.206,s0_dense
718,1,1,1,9.385,1146.240,973.729,385.446,22.043,2733.138,s0_dense
719,1,1,1,11.496,1208.776,976.757,394.092,19.329,2772.104,s0_dense
720,1,1,1,10.302,1170.929,975.772,386.455,17.834,2711.502,s0_dense
721,1,1,1,9.403,1152.068,973.237,387.803,18.234,2689.114,s0_dense
722,0,0,1,9.508,1148.160,969.994,403.207,17.594,2698.929,s0_dense
723,1,1,1,9.465,1162.948,979.704,388.031,18.086,2705.348,s0_dense
724,1,1,1,9.618,1154.856,972.535,389.680,18.227,2691.009,s0_dense
725,1,1,1,9.563,1144.954,974.271,385.305,18.326,2680.807,s0_dense
726,1,1,1,9.514,1198.554,975.188,388.258,18.246,2736.825,s0_dense
727,1,1,1,9.391,1157.557,968.862,384.443,18.129,2687.563,s0_dense
728,1,1,1,9.434,1142.283,966.117,388.739,17.785,2669.514,s0_dense
729,1,0,0,9.354,1144.197,971.138,381.975,18.234,2670.542,s0_dense
730,1,1,1,61.649,1175.834,978.098,393.188,18.794,2791.341,s0_dense
731,1,1,1,10.007,1156.499,973.083,385.150,18.332,2690.154,s0_dense
732,1,1,1,9.618,1154.942,969.453,388.350,17.593,2686.104,s0_dense
733,1,1,1,8.855,1145.963,970.825,402.831,17.760,2697.520,s0_dense
734,1,1,1,9.507,1160.436,978.861,386.449,19.212,2703.133,s0_dense
735,1,0,0,9.261,1151.816,973.354,386.978,18.376,2686.794,s0_dense
736,1,1,1,9.667,1146.868,971.391,386.492,18.179,2681.871,s0_dense
737,1,1,1,9.514,1203.914,976.696,387.969,18.381,2745.994,s0_dense
738,1,1,1,9.889,1168.314,973.114,387.403,18.037,2703.225,s0_dense
739,1,1,1,9.027,1148.830,975.286,387.145,17.790,2685.286,s0_dense
740,1,1,1,9.643,1147.440,971.692,386.455,17.951,2679.790,s0_dense
741,1,1,1,9.988,1207.348,977.932,386.683,18.578,2748.006,s0_dense
742,1,1,1,9.330,1150.369,974.148,389.077,18.449,2687.816,s0_dense
743,1,1,1,9.656,1150.708,969.354,384.590,18.486,2681.218,s0_dense
744,1,1,1,9.317,1147.896,976.012,406.437,18.147,2704.966,s0_dense
745,1,1,1,9.360,1164.480,977.213,389.397,18.191,2707.231,s0_dense
746,1,1,1,9.095,1151.151,969.760,387.391,18.677,2684.376,s0_dense
747,1,1,1,9.662,1147.551,976.184,386.541,18.104,2686.056,s0_dense
748,1,1,1,9.139,1229.286,982.770,411.582,18.597,2804.701,s0_dense
749,0,0,1,9.742,1187.852,979.772,392.591,18.855,2738.917,s0_dense
750,1,1,1,9.384,1165.101,971.778,386.302,18.542,2698.363,s0_dense
751,1,1,1,9.821,1155.723,974.628,387.317,17.613,2691.779,s0_dense
752,0,1,0,9.323,1230.566,974.037,388.825,18.166,2769.341,s0_dense
753,1,0,0,9.366,1154.443,971.631,383.495,17.834,2683.237,s0_dense
754,1,1,1,9.545,1146.123,970.240,387.040,18.290,2678.252,s0_dense
755,0,0,1,9.588,1143.231,971.206,402.523,18.394,2694.763,s0_dense
756,1,1,1,9.895,1160.228,975.446,389.404,18.215,2702.702,s0_dense
757,1,1,1,9.194,1147.452,972.480,386.929,18.646,2681.114,s0_dense
758,1,1,1,9.212,1143.533,973.453,386.080,19.016,2678.510,s0_dense
759,1,1,1,9.656,1202.498,974.985,393.028,18.868,2748.813,s0_dense
760,1,1,1,9.403,1164.055,976.880,388.997,18.776,2708.080,s0_dense
761,1,1,1,9.508,1150.018,974.573,387.729,17.963,2685.840,s0_dense
762,1,1,1,9.170,1140.148,974.584,384.308,18.092,2672.505,s0_dense
763,1,1,1,9.859,1219.022,973.662,390.221,18.677,2759.619,s0_dense
764,1,1,1,9.711,1148.474,971.896,384.345,18.375,2680.794,s0_dense
765,1,1,1,9.624,1141.175,971.575,384.197,18.560,2673.674,s0_dense
766,1,1,1,9.188,1147.858,974.948,402.370,18.720,2701.828,s0_dense
767,1,1,1,9.459,1163.305,976.253,387.477,18.326,2706.154,s0_dense
768,1,1,1,9.477,1150.997,974.813,386.394,18.080,2686.622,s0_dense
769,0,0,1,9.477,1142.739,973.403,388.160,18.314,2677.895,s0_dense
770,1,1,1,8.948,1145.126,1023.631,400.412,17.889,2742.301,s0_dense
771,1,1,1,9.853,1159.071,973.200,513.735,22.930,2852.166,s0_dense
772,1,1,1,11.274,1599.305,1016.215,695.212,32.788,3572.930,s0_dense
773,1,0,0,19.053,1556.062,1002.314,599.822,25.754,3429.717,s0_dense
774,1,0,0,12.055,1498.105,995.250,483.932,20.019,3192.671,s0_dense
775,1,1,1,10.634,1349.150,984.093,481.107,21.816,3019.458,s0_dense
776,1,1,1,10.750,1342.566,1513.711,876.234,34.812,3998.517,s0_dense
777,1,1,1,13.070,1312.037,990.056,405.588,18.997,2903.391,s0_dense
778,0,0,1,9.674,1189.385,973.668,393.630,18.376,2736.991,s0_dense
779,0,0,1,8.991,1158.935,973.791,388.123,21.028,2790.874,s0_dense
780,1,1,1,9.410,1201.920,975.274,395.736,18.203,2752.338,s0_dense
781,1,1,1,9.514,1157.366,978.019,388.320,19.059,2701.083,s0_dense
782,1,1,1,9.576,1151.471,974.424,385.748,18.683,2686.671,s0_dense
783,1,1,1,9.895,1150.683,979.175,425.656,19.175,2737.772,s0_dense
784,1,1,1,9.250,1190.418,978.930,392.714,18.862,2740.056,s0_dense
785,1,1,1,9.347,1169.095,977.139,388.425,18.825,2709.981,s0_dense
786,0,0,1,9.748,1152.301,970.480,569.391,24.093,2927.385,s0_dense
787,0,0,1,13.120,2161.656,1013.563,619.267,22.640,4042.659,s0_dense
788,1,0,0,9.982,1346.701,988.763,568.228,26.123,3126.886,s0_dense
789,1,1,1,12.566,1807.828,1002.203,693.366,24.923,3766.222,s0_dense
790,0,1,0,11.729,2915.754,1024.517,560.209,21.981,4724.295,s0_dense
791,1,1,1,11.619,1537.951,1007.686,545.347,24.025,3324.806,s0_dense
792,1,1,1,11.747,1730.560,1006.443,575.133,24.609,3540.430,s0_dense
793,1,1,1,12.947,1617.859,1015.717,559.686,34.061,3456.954,s0_dense
794,1,1,1,11.533,1469.427,994.326,521.551,21.902,3202.338,s0_dense
795,0,0,1,10.548,1674.049,1019.052,628.739,34.105,3580.363,s0_dense
796,1,1,1,10.935,1413.606,992.308,554.726,23.003,3184.295,s0_dense
797,1,1,1,12.062,1411.668,980.855,424.326,20.314,3024.234,s0_dense
798,1,1,1,10.234,1353.366,989.317,450.997,21.317,2988.800,s0_dense
799,1,1,1,9.784,1252.886,981.489,413.378,21.040,2837.145,s0_dense
800,0,0,1,9.532,1212.610,980.807,414.388,20.480,2793.255,s0_dense
801,0,0,1,9.668,1207.704,970.381,493.286,20.603,2869.624,s0_dense
802,1,1,1,10.357,1281.348,987.926,417.889,19.809,2886.160,s0_dense
803,1,1,1,10.117,1236.074,984.942,440.775,19.347,2851.514,s0_dense
804,0,0,1,9.471,1227.317,981.047,411.016,19.594,2805.416,s0_dense
805,1,1,1,9.883,1358.683,985.883,430.086,19.803,2965.373,s0_dense
806,1,1,1,10.062,1457.206,996.019,491.729,22.024,3151.655,s0_dense
807,0,0,1,11.108,1355.865,984.590,498.320,23.163,3053.206,s0_dense
808,1,1,1,10.726,1575.772,999.268,597.834,26.252,3400.898,s0_dense
809,0,0,1,11.674,1503.268,1014.782,505.194,22.271,3242.227,s0_dense
810,1,1,1,10.609,1313.416,990.862,425.403,19.932,2924.572,s0_dense
811,1,1,1,9.945,1241.009,1092.991,480.923,20.129,3012.388,s0_dense
812,1,1,1,10.418,1268.455,994.788,651.237,25.963,3153.926,s0_dense
813,1,1,1,19.083,1592.160,1027.533,565.169,23.465,3440.498,s0_dense
814,1,1,1,11.194,1437.717,1004.160,696.350,34.339,3414.541,s0_dense
815,1,1,1,11.767,1556.622,1002.117,491.052,20.899,3266.013,s0_dense
816,1,1,1,10.960,1708.960,1007.987,631.735,27.336,3584.892,s0_dense
817,1,1,1,11.957,1601.058,1015.108,615.840,23.028,3482.967,s0_dense
818,1,1,1,18.843,1554.880,1006.166,589.895,23.126,3394.609,s0_dense
819,1,1,1,12.764,1662.209,1008.978,623.650,34.025,3584.055,s0_dense
820,1,1,1,12.172,1558.043,992.068,586.308,26.807,3378.529,s0_dense
821,1,1,1,12.031,1626.972,998.357,551.150,23.649,3408.535,s0_dense
822,1,1,1,11.944,1574.812,1009.951,556.498,23.323,3403.354,s0_dense
823,0,0,1,11.267,1692.695,1010.357,546.234,22.640,3473.871,s0_dense
824,1,1,1,10.702,1429.655,1008.701,615.637,34.917,3305.304,s0_dense
825,1,1,1,18.258,1732.917,1001.151,488.572,23.569,3481.545,s0_dense
826,1,1,1,9.797,1770.357,1007.501,510.647,20.973,3494.314,s0_dense
827,1,1,1,10.474,1295.501,990.634,422.480,19.581,2902.597,s0_dense
828,1,1,1,9.901,1223.255,989.877,417.102,19.028,2813.231,s0_dense
829,1,1,1,9.711,1208.203,976.868,457.938,20.407,2835.083,s0_dense
830,1,1,1,10.240,1259.619,984.782,413.157,18.671,2842.259,s0_dense
831,1,1,1,9.569,1210.794,983.083,412.609,19.588,2790.504,s0_dense
832,1,1,1,9.988,1211.822,986.295,406.935,18.849,2787.784,s0_dense
833,1,1,1,10.049,1383.416,997.304,432.911,19.686,3006.000,s0_dense
834,1,1,1,10.579,1259.053,985.458,415.342,19.237,2847.803,s0_dense
835,1,1,1,9.710,1220.831,976.966,550.339,21.458,2952.166,s0_dense
836,1,1,1,9.963,1388.578,993.760,504.086,23.009,3100.062,s0_dense
837,1,1,1,10.431,1385.981,996.160,644.683,22.012,3241.188,s0_dense
838,1,1,1,11.071,1508.523,1011.427,534.474,22.333,3265.317,s0_dense
839,1,1,1,10.917,1332.455,2232.370,637.452,24.991,4440.812,s0_dense
840,1,1,1,11.502,1671.705,1005.754,641.237,24.597,3560.240,s0_dense
841,1,1,1,12.006,1395.280,982.659,434.185,20.037,3027.637,s0_dense
842,1,1,1,9.741,1490.326,1012.406,628.664,25.089,3368.806,s0_dense
843,1,1,1,12.006,1661.730,1008.123,589.366,21.772,3494.757,s0_dense
844,1,1,1,10.800,1643.908,1002.283,541.428,22.184,3403.950,s0_dense
845,1,1,1,10.461,1755.151,1014.142,613.889,24.874,3616.621,s0_dense
846,1,1,1,10.098,1603.157,1016.049,611.182,33.840,3495.483,s0_dense
847,1,1,1,18.603,1606.068,1024.074,644.991,94.818,3612.074,s0_dense
848,1,1,1,12.351,1652.806,1014.185,603.304,34.745,3612.960,s0_dense
849,0,0,1,15.335,1674.591,1007.114,628.627,24.375,3575.206,s0_dense
850,1,1,1,12.868,1656.553,1137.680,671.329,26.769,3739.766,s0_dense
851,1,1,1,13.434,1588.080,1012.468,591.907,24.099,3435.015,s0_dense
852,1,1,1,11.341,1687.236,1007.428,594.554,26.197,3538.136,s0_dense
853,1,1,1,13.096,2703.225,1032.375,649.224,24.173,4643.330,s0_dense
854,1,1,1,20.843,1791.483,1019.865,657.415,26.240,3767.877,s0_dense
855,1,1,1,13.557,1742.874,1027.643,717.741,23.987,3739.489,s0_dense
856,1,1,1,15.637,1720.351,1013.828,647.071,23.507,3647.896,s0_dense
857,1,1,1,20.277,1791.409,1016.148,668.844,29.397,3760.425,s0_dense
858,1,1,1,13.150,1761.047,1029.587,670.609,23.724,3708.560,s0_dense
859,0,1,0,10.867,1635.563,995.305,521.219,24.615,3376.936,s0_dense
860,0,0,1,10.708,1520.283,980.671,434.025,20.609,3142.480,s0_dense
861,0,0,1,10.000,1281.803,976.012,462.031,20.794,2915.735,s0_dense
862,1,1,1,10.480,1280.634,981.311,417.170,19.526,2871.440,s0_dense
863,1,1,1,9.981,1237.858,977.865,409.508,20.566,2813.465,s0_dense
864,1,1,1,9.791,1224.437,976.665,410.548,19.267,2797.680,s0_dense
865,1,1,1,9.760,1364.468,979.864,415.674,20.326,2948.898,s0_dense
866,1,1,1,10.314,1251.963,981.890,410.160,19.944,2830.898,s0_dense
867,1,1,1,9.717,1224.849,981.268,411.705,19.625,2803.305,s0_dense
868,1,1,1,9.514,1216.941,977.262,444.178,19.711,2826.492,s0_dense
869,1,1,1,10.320,1244.018,980.880,414.720,20.142,2828.536,s0_dense
870,1,1,1,9.797,1227.889,974.923,413.587,19.052,2799.150,s0_dense
871,1,1,1,10.166,1216.314,977.188,410.055,19.840,2790.148,s0_dense
872,1,1,1,9.927,1407.330,989.101,420.781,20.727,3006.849,s0_dense
873,1,1,1,10.584,1265.317,981.138,412.541,19.649,2849.255,s0_dense
874,1,1,1,10.283,1235.797,977.372,413.120,19.520,2811.575,s0_dense
875,1,1,1,9.674,1217.674,974.400,449.237,20.363,2833.169,s0_dense
876,0,0,1,10.129,1258.345,979.840,416.302,20.862,2844.234,s0_dense
877,1,1,1,10.191,1228.609,980.991,412.105,19.495,2809.661,s0_dense
878,1,1,1,9.815,1222.049,978.542,409.674,18.991,2793.668,s0_dense
879,0,0,1,9.637,1352.080,983.545,423.650,20.745,2951.077,s0_dense
880,1,1,1,9.748,1248.277,978.394,416.184,19.385,2829.950,s0_dense
881,1,1,1,9.575,1225.545,979.784,409.231,19.766,2800.289,s0_dense
882,1,1,1,9.760,1223.249,988.301,449.963,21.046,2851.021,s0_dense
883,0,0,1,10.197,1248.093,982.012,415.655,19.409,2834.813,s0_dense
884,1,1,1,10.375,1229.379,976.621,412.818,19.742,2804.886,s0_dense
885,1,1,1,9.723,1219.335,973.212,407.766,20.062,2783.902,s0_dense
886,1,1,1,10.129,1318.154,986.966,414.363,19.877,2906.185,s0_dense
887,1,0,0,9.618,1240.689,984.123,408.474,20.093,2820.911,s0_dense
888,1,1,1,10.658,1214.087,978.868,409.661,19.157,2787.022,s0_dense
889,1,1,1,10.080,1214.412,972.633,441.723,20.092,2819.083,s0_dense
890,1,1,1,10.585,1243.126,982.689,413.908,19.280,2825.778,s0_dense
891,0,0,1,9.643,1231.976,977.360,412.696,19.421,2806.517,s0_dense
892,1,1,1,9.563,1215.600,974.880,409.059,19.114,2783.059,s0_dense
893,1,0,0,9.822,1289.705,974.634,414.714,19.760,2866.535,s0_dense
894,1,0,0,9.667,1236.615,975.877,409.046,19.459,2805.551,s0_dense
895,1,1,1,10.289,1219.686,981.422,411.416,19.286,2798.234,s0_dense
896,1,1,1,9.440,1219.951,981.514,432.191,20.763,2821.649,s0_dense
897,1,1,1,9.945,1241.477,981.250,413.643,19.889,2823.550,s0_dense
898,0,1,0,10.627,1229.945,978.166,410.616,19.502,2802.757,s0_dense
899,1,1,1,10.578,1209.895,978.117,407.779,19.550,2780.966,s0_dense
900,1,1,1,9.779,1265.095,983.378,416.388,20.019,2849.336,s0_dense
901,1,1,1,10.074,1232.573,979.157,410.547,19.643,2809.649,s0_dense
902,1,1,1,9.908,1220.486,976.886,406.585,19.693,2789.360,s0_dense
903,1,1,1,9.963,1204.228,976.683,589.052,21.723,2967.372,s0_dense
904,1,1,1,9.920,1285.428,980.954,423.206,19.471,2880.929,s0_dense
905,1,1,1,10.209,1240.499,983.108,414.935,19.754,2828.136,s0_dense
906,1,1,1,9.987,1313.853,993.427,473.803,20.554,2979.698,s0_dense
907,0,0,1,11.003,1408.332,984.012,422.923,19.526,3011.637,s0_dense
908,0,0,1,10.357,1259.255,974.412,416.886,19.846,2839.471,s0_dense
909,1,1,1,9.846,1239.686,979.095,415.895,19.447,2821.551,s0_dense
910,1,1,1,9.976,1220.966,981.261,427.791,20.111,2817.378,s0_dense
911,1,1,1,10.080,1236.622,977.083,408.074,19.459,2806.751,s0_dense
912,1,1,1,9.932,1217.705,981.021,408.370,19.840,2792.290,s0_dense
913,1,1,1,9.895,1214.646,978.720,411.834,19.206,2790.560,s0_dense
914,1,0,0,9.581,1288.517,972.240,413.237,19.410,2858.456,s0_dense
915,1,1,1,9.945,1227.433,977.028,410.566,19.514,2801.194,s0_dense
916,1,1,1,9.785,1220.431,973.538,408.904,18.991,2788.345,s0_dense
917,1,1,1,10.049,1214.049,971.169,424.105,19.163,2796.031,s0_dense
918,1,1,1,10.037,1228.837,978.942,411.576,19.551,2803.551,s0_dense
919,1,1,1,9.637,1227.606,974.708,409.403,19.766,2799.409,s0_dense
920,1,1,1,9.994,1215.686,976.419,409.938,19.077,2784.049,s0_dense
921,1,1,1,9.871,1275.095,983.575,416.560,19.323,2862.382,s0_dense
922,1,1,1,10.031,1235.286,982.530,413.336,19.828,2817.883,s0_dense
923,1,1,1,10.024,1211.495,970.874,409.280,19.459,2775.563,s0_dense
924,1,1,1,9.877,1214.658,977.378,496.031,19.902,2874.640,s0_dense
925,1,1,1,9.772,1232.702,982.394,412.259,20.473,2813.883,s0_dense
926,1,1,1,10.277,1214.849,975.581,411.594,19.262,2784.566,s0_dense
927,1,1,1,9.527,1212.333,976.320,408.099,19.280,2777.778,s0_dense
928,1,1,1,9.600,1290.997,981.132,415.452,19.655,2872.689,s0_dense
929,1,1,1,10.523,1230.167,973.169,411.588,20.123,2803.022,s0_dense
930,1,1,1,10.000,1214.061,977.698,410.104,19.219,2787.741,s0_dense
931,1,1,1,9.785,1220.671,976.221,467.046,20.012,2850.862,s0_dense
932,1,1,1,10.320,1230.640,977.236,413.680,19.496,2804.893,s0_dense
933,1,1,1,10.167,1224.018,979.157,409.341,19.896,2797.668,s0_dense
934,1,1,1,9.791,1215.292,977.496,409.434,19.951,2788.307,s0_dense
935,1,0,0,9.501,1274.831,976.886,419.624,20.153,2857.766,s0_dense
936,0,0,1,9.976,1225.262,972.529,411.107,18.979,2792.129,s0_dense
937,1,1,1,9.791,1229.384,973.514,411.477,20.184,2799.206,s0_dense
938,1,1,1,9.730,1217.083,975.459,409.656,22.868,2846.419,s0_dense
939,1,1,1,10.911,1238.344,977.853,414.136,19.379,2821.108,s0_dense
940,1,1,1,9.581,1220.529,976.972,409.058,19.385,2789.957,s0_dense
941,1,1,1,10.135,1213.748,972.966,409.182,19.366,2779.089,s0_dense
942,1,1,1,10.271,1215.268,971.046,430.449,20.031,2802.868,s0_dense
943,1,1,1,10.043,1237.225,980.966,414.154,19.588,2821.520,s0_dense
944,1,1,1,10.276,1223.865,976.683,412.308,19.243,2798.652,s0_dense
945,1,1,1,9.803,1212.154,976.867,407.994,19.397,2782.222,s0_dense
946,1,1,1,9.938,1306.627,974.954,414.862,19.717,2879.846,s0_dense
947,1,1,1,10.437,1228.277,977.840,412.221,20.344,2805.268,s0_dense
948,0,0,1,9.976,1223.557,977.274,407.760,19.206,2791.895,s0_dense
949,1,1,1,9.864,1217.483,976.357,428.240,19.433,2811.544,s0_dense
950,1,1,1,10.148,1230.708,975.243,408.566,19.298,2799.594,s0_dense
951,1,1,1,10.067,1214.868,979.822,407.600,19.280,2786.147,s0_dense
952,1,1,1,9.858,1222.480,978.344,410.615,20.018,2794.849,s0_dense
953,1,1,1,10.216,1294.320,982.714,412.345,19.052,2876.012,s0_dense
954,1,1,1,10.141,1223.157,978.529,413.101,19.988,2800.511,s0_dense
955,1,1,1,9.834,1222.517,976.418,409.803,19.501,2790.917,s0_dense
956,1,1,1,10.418,1214.985,970.277,430.566,19.163,2799.803,s0_dense
957,1,1,1,10.930,1230.499,976.136,411.040,19.810,2803.440,s0_dense
958,1,1,1,9.932,1219.447,977.237,411.594,19.945,2790.979,s0_dense
959,1,1,1,9.951,1216.314,977.268,408.455,19.496,2785.840,s0_dense
960,1,1,1,10.394,1349.243,982.850,421.341,19.797,2945.219,s0_dense
961,1,1,1,10.166,1250.086,971.957,409.710,20.302,2821.901,s0_dense
962,0,1,0,10.240,1225.366,977.594,408.615,19.760,2797.822,s0_dense
963,1,1,1,9.804,1215.059,980.332,428.086,20.308,2811.225,s0_dense
964,1,1,1,10.025,1233.630,979.138,408.295,19.514,2806.800,s0_dense
965,1,1,1,9.563,1221.877,980.671,409.293,19.840,2798.086,s0_dense
966,1,1,1,9.570,1228.277,975.778,409.354,20.191,2797.594,s0_dense
967,1,1,1,10.055,1314.880,976.357,415.853,19.981,2894.013,s0_dense
968,1,1,1,9.452,1236.024,978.942,414.800,19.766,2817.421,s0_dense
969,1,1,1,10.092,1223.655,979.459,411.538,18.942,2798.671,s0_dense
970,0,0,1,9.428,1210.850,992.664,424.819,19.705,2813.477,s0_dense
971,1,1,1,9.594,1228.215,975.970,409.188,20.296,2802.104,s0_dense
972,0,0,1,10.172,1223.476,976.271,408.880,19.415,2796.781,s0_dense
973,1,1,1,9.526,1216.615,978.043,408.474,19.342,2787.821,s0_dense
974,1,1,1,9.557,1289.428,978.074,419.963,19.901,2874.314,s0_dense
975,1,1,1,10.277,1233.243,979.587,411.089,19.797,2809.982,s0_dense
976,1,1,1,10.271,1217.834,975.852,412.117,19.846,2794.056,s0_dense
977,1,1,1,10.049,1221.674,975.372,486.117,19.852,2869.225,s0_dense
978,1,1,1,9.889,1234.954,980.498,414.400,19.742,2815.871,s0_dense
979,0,0,1,9.914,1219.347,976.043,410.824,20.296,2790.098,s0_dense
980,0,1,0,9.655,1214.585,982.160,409.975,20.190,2790.615,s0_dense
981,1,0,0,9.969,1286.794,977.250,413.305,19.643,2862.516,s0_dense
982,1,1,1,10.043,1228.215,974.616,412.676,19.003,2801.132,s0_dense
983,0,1,0,9.939,1222.185,977.840,409.452,19.212,2792.609,s0_dense
984,1,1,1,9.704,1215.754,978.590,460.510,19.748,2841.495,s0_dense
985,1,1,1,9.908,1230.972,983.551,412.634,19.693,2812.394,s0_dense
986,1,1,1,9.877,1218.825,979.323,411.071,19.280,2792.179,s0_dense
987,1,1,1,10.030,1219.040,975.803,408.720,20.037,2790.376,s0_dense
988,1,1,1,10.086,1292.375,990.345,449.268,20.283,2921.582,s0_dense
989,1,1,1,10.424,1257.822,975.938,415.513,19.520,2839.790,s0_dense
990,1,1,1,9.938,1228.745,974.652,410.898,19.188,2800.271,s0_dense
991,1,1,1,10.129,1220.277,979.508,464.412,20.197,2854.640,s0_dense
992,0,0,1,9.778,1237.108,980.886,415.292,19.009,2818.013,s0_dense
993,1,1,1,9.692,1224.449,976.622,408.474,19.772,2794.456,s0_dense
994,1,1,1,9.926,1221.907,981.809,407.957,19.975,2795.409,s0_dense
995,0,0,1,9.908,1218.966,1026.523,426.074,20.818,2858.424,s0_dense
996,1,1,1,9.773,1225.293,975.883,412.462,19.600,2800.930,s0_dense
997,0,0,1,9.822,1219.840,977.157,408.732,19.120,2789.649,s0_dense
998,1,1,1,9.625,1216.800,974.505,407.785,19.163,2780.972,s0_dense
999,1,0,0,9.649,1238.105,983.951,411.034,19.212,2869.391,s0_dense
1000,1,1,1,16.960,1534.683,992.320,438.123,20.923,3194.172,s0_dense
1001,1,1,1,10.837,1290.443,976.289,413.520,20.234,2874.499,s0_dense
1002,1,1,1,9.981,1325.421,983.895,422.332,19.846,2921.286,s0_dense
1003,1,1,1,9.975,1251.877,982.018,416.135,19.717,2837.877,s0_dense
1004,1,1,1,9.643,1223.760,986.468,411.637,20.080,2806.025,s0_dense
1005,1,1,1,10.154,1225.077,976.929,511.231,20.394,2900.726,s0_dense
1006,1,1,1,9.532,1248.677,977.667,416.098,19.151,2826.363,s0_dense
1007,1,1,1,10.369,1222.819,993.607,412.387,19.723,2813.828,s0_dense
1008,1,1,1,10.061,1224.960,968.276,411.010,19.126,2789.212,s0_dense
1009,1,1,1,10.449,1305.717,978.942,416.486,19.877,2889.347,s0_dense
1010,0,1,0,9.963,1238.031,969.144,413.385,19.895,2806.117,s0_dense
1011,1,1,1,9.698,1216.523,967.871,407.268,19.791,2775.403,s0_dense
1012,1,1,1,9.575,1216.302,967.956,484.295,19.298,2850.683,s0_dense
1013,1,1,1,10.215,1274.492,975.003,414.166,19.163,2860.437,s0_dense
1014,1,1,1,9.538,1215.489,970.505,413.434,18.985,2784.800,s0_dense
1015,1,1,1,9.748,1220.917,982.856,413.317,19.723,2803.538,s0_dense
1016,1,1,1,9.384,1277.742,969.569,418.781,18.997,2852.455,s0_dense
1017,1,1,1,10.579,1222.523,969.341,414.824,19.926,2795.477,s0_dense
1018,1,1,1,9.526,1223.612,973.864,412.092,18.658,2792.837,s0_dense
1019,1,1,1,9.809,1208.917,972.037,461.132,19.637,2828.098,s0_dense
1020,1,1,1,10.105,1233.323,973.163,411.262,20.591,2806.818,s0_dense
1021,1,1,1,10.210,1213.286,969.114,410.240,19.569,2778.849,s0_dense
1022,1,1,1,9.822,1212.874,972.209,409.643,19.686,2782.430,s0_dense
1023,1,1,1,10.209,1219.630,1033.132,433.939,20.431,2876.843,s0_dense
1024,1,1,1,9.963,1232.628,982.450,416.062,19.483,2817.877,s0_dense
1025,0,0,1,10.184,1216.572,971.853,412.080,19.680,2785.446,s0_dense
