index,label,prediction,model_inference_us,kernel_us
929,1,1,1512.825,970.412
930,1,1,1510.092,965.729
931,1,1,1514.837,972.344
932,1,1,1509.034,966.917
933,1,1,1570.419,972.061
934,1,1,1525.299,971.840
935,1,0,1508.579,966.486
936,0,0,1527.704,981.625
937,1,1,1515.317,970.332
938,1,1,1507.926,967.680
939,1,1,1536.209,979.773
940,1,1,1534.653,984.406
941,1,1,1525.539,975.797
942,1,1,1526.923,981.809
943,1,1,1509.415,966.978
944,1,1,1524.197,979.144
945,1,1,1505.662,965.373
946,1,1,1603.797,972.750
947,1,1,1519.495,969.545
948,0,0,1529.194,981.920
949,1,1,1517.975,973.514
950,1,1,1511.742,968.615
951,1,1,1524.271,979.507
952,1,1,1529.951,973.748
953,1,1,1533.988,980.572
954,1,1,1511.674,967.489
955,1,1,1526.406,980.861
956,1,1,1512.886,967.914
957,1,1,1519.760,972.197
958,1,1,1575.502,981.613
959,1,1,1524.394,969.397
960,1,1,1514.332,972.135
961,1,1,1526.751,979.662
962,0,1,1510.166,968.425
963,1,1,1508.825,967.711
964,1,1,1507.907,967.427
965,1,1,1529.187,974.209
966,1,1,1527.366,970.677
967,1,1,1514.055,967.138
968,1,1,1513.538,967.206
969,1,1,1508.991,969.163
970,0,0,1506.437,968.566
971,1,1,1568.456,977.889
972,0,0,1533.207,982.252
973,1,1,1527.693,980.751
974,1,1,1514.548,969.138
975,1,1,1514.997,966.505
976,1,1,1515.834,971.434
977,1,1,1526.074,981.822
978,1,1,1533.797,975.575
979,0,0,1535.243,983.631
980,0,0,1517.403,970.665
981,1,0,1522.492,979.126
982,1,1,1526.068,981.366
983,0,0,1523.089,980.960
984,1,1,1533.495,969.175
985,1,1,1525.182,971.083
986,1,1,1532.732,981.533
987,1,1,1521.083,971.877
988,1,1,1517.237,977.274
989,1,1,1511.661,969.613
990,1,1,1514.923,970.979
991,1,1,1575.379,1021.304
992,0,0,1524.203,972.166
993,1,1,1522.954,978.849
994,1,1,1508.707,969.046
995,0,0,1515.705,972.431
996,1,1,1525.859,980.603
997,0,0,1536.338,977.101
998,1,1,1517.637,970.603
999,1,0,1550.529,996.793
1000,1,1,1598.708,975.847
1001,1,1,1534.874,968.233
1002,1,1,1532.695,978.098
1003,1,1,1555.705,976.480
1004,1,1,1535.317,978.413
1005,1,1,1526.985,976.806
1006,1,1,1525.213,974.794
1007,1,1,1518.904,975.145
1008,1,1,1517.938,974.942
1009,1,1,1511.514,971.520
1010,0,1,1588.787,968.006
1011,1,1,1528.301,975.446
1012,1,1,1525.987,976.056
1013,1,1,1521.809,975.219
1014,1,1,1520.603,975.133
1015,1,1,1517.686,973.563
1016,1,1,1523.422,969.889
1017,1,1,1527.865,977.231
1018,1,1,1511.927,965.169
1019,1,1,1520.074,975.526
1020,1,1,1519.040,978.923
1021,1,1,1520.486,974.690
1022,1,1,1579.736,974.468
1023,1,1,1539.421,976.530
1024,1,1,1522.886,974.049
1025,0,0,1521.101,975.846
1026,1,1,1510.708,966.099
1027,1,1,1513.913,972.541
1028,0,0,1523.705,977.280
1029,1,1,1523.575,967.397
1030,1,1,1521.674,972.769
1031,1,1,1520.227,973.213
1032,1,1,1519.384,976.178
1033,1,1,1518.769,974.511
1034,1,1,1519.428,973.717
1035,1,1,1566.554,974.227
1036,1,1,1526.954,976.923
1037,1,1,1521.366,977.304
1038,1,1,1507.698,963.342
1039,1,1,1521.594,976.449
1040,1,1,1518.775,975.385
1041,1,1,1513.901,972.646
1042,1,1,1528.289,968.911
1043,1,1,1528.776,973.403
1044,0,0,1519.070,973.606
1045,1,1,1505.194,965.169
1046,1,1,1521.735,976.603
1047,1,1,1516.492,975.982
1048,1,1,1516.363,965.224
1049,1,1,1528.930,977.040
1050,1,1,1518.394,975.169
1051,0,0,1518.394,977.501
1052,1,1,1523.913,978.425
1053,1,1,1502.769,962.400
1054,0,0,1507.815,965.796
1055,1,1,1521.102,965.557
1056,1,1,1530.043,978.295
1057,1,1,1523.513,975.342
1058,1,1,1509.323,964.979
1059,1,1,1516.406,975.865
1060,1,1,1520.677,978.904
1061,1,1,1528.037,965.889
1062,1,1,1524.012,974.984
1063,1,1,1516.621,973.563
1064,1,1,1514.498,972.246
1065,1,1,1515.557,975.809
1066,1,1,1505.619,965.163
1067,1,1,1516.037,975.698
1068,1,1,1557.865,965.889
1069,1,1,1529.329,979.268
1070,1,1,1517.963,976.997
1071,1,1,1517.274,975.464
1072,1,1,1518.314,975.606
1073,1,1,1512.136,972.621
1074,1,1,1521.594,965.932
1075,1,1,1526.770,976.123
1076,1,1,1520.018,975.796
1077,1,1,1522.425,977.545
1078,0,0,1517.483,976.781
1079,1,1,1519.859,978.025
1080,1,1,1515.957,975.465
1081,1,1,1584.364,980.541
1082,0,1,1522.148,978.117
1083,1,1,1517.926,973.016
1084,1,1,1516.215,977.126
1085,1,1,1514.443,975.864
1086,1,1,1504.610,961.600
1087,1,1,1565.723,981.698
1088,1,0,1540.634,979.280
1089,0,0,1525.932,978.750
1090,1,1,1511.342,964.984
1091,1,1,1523.169,976.535
1092,0,0,1518.720,976.332
1093,1,0,1570.258,975.348
1094,1,1,1535.015,978.892
1095,1,1,1524.991,978.055
1096,1,1,1521.662,977.310
1097,0,0,1515.225,972.043
1098,1,1,1519.243,976.123
1099,0,0,1517.175,978.357
1100,1,1,1527.877,968.935
1101,1,1,1525.698,976.517
1102,0,0,1521.569,975.735
1103,1,1,1521.243,976.197
1104,1,1,1519.883,976.616
1105,1,1,1517.889,976.215
1106,1,1,1573.127,1016.597
1107,1,1,1528.394,976.572
1108,1,0,1522.664,976.517
1109,1,1,1521.514,977.046
1110,1,1,1517.410,977.895
1111,1,1,1518.905,976.080
1112,1,1,1516.277,974.665
1113,0,0,1519.927,962.812
1114,1,1,1521.262,975.809
1115,0,1,1512.148,964.720
1116,0,0,1516.628,975.280
1117,1,1,1520.443,976.806
1118,1,1,1516.825,974.283
1119,1,1,1533.299,974.819
1120,1,1,1523.625,976.327
1121,1,1,1523.797,978.394
1122,1,1,1523.988,978.622
1123,0,0,1516.228,974.117
1124,0,0,1510.443,972.412
1125,1,1,1517.637,976.782
1126,1,1,1558.886,966.320
1127,1,1,1524.486,978.400
1128,1,1,1520.615,977.920
1129,0,0,1514.702,973.778
1130,0,0,1519.816,977.803
1131,1,0,1513.913,972.615
1132,1,0,1519.175,964.960
1133,1,1,1521.415,975.976
1134,1,1,1514.911,972.111
1135,1,1,1511.797,972.609
1136,1,1,1503.797,964.455
1137,1,1,1513.176,973.655
1138,1,1,1515.822,975.907
1139,1,1,1584.283,973.920
1140,0,0,1523.218,975.920
1141,0,1,1522.751,977.508
1142,1,1,1520.044,972.363
1143,1,1,1519.138,975.114
1144,0,0,1519.618,977.834
1145,1,1,1521.157,967.114
1146,1,1,1513.231,965.299
1147,1,1,1516.480,976.873
1148,1,1,1517.600,975.513
1149,1,0,1516.153,974.609
1150,1,1,1505.206,963.126
1151,1,1,1514.671,974.068
1152,1,1,1525.409,964.905
1153,1,1,1511.354,964.615
1154,1,1,1515.723,972.905
1155,1,1,1515.034,971.735
1156,1,1,1519.329,976.701
1157,1,1,1512.664,973.699
1158,1,1,1520.893,966.147
1159,1,1,1530.597,978.259
1160,1,1,1522.603,978.646
1161,1,1,1520.086,977.902
1162,1,1,1517.225,975.151
1163,1,1,1516.530,975.797
1164,1,1,1560.295,974.560
1165,1,1,1532.787,978.948
1166,1,1,1517.169,973.514
1167,1,1,1514.301,974.117
1168,1,1,1520.942,973.206
1169,0,1,1514.615,972.929
1170,1,1,1518.560,978.603
1171,1,1,1517.883,965.643
1172,1,1,1523.390,979.366
1173,1,1,1516.646,976.191
1174,0,0,1518.296,975.821
1175,1,1,1516.634,974.708
1176,0,0,1518.701,977.828
1177,0,0,1586.984,979.575
1178,1,1,1529.538,978.941
1179,1,1,1520.627,977.551
1180,1,1,1525.901,979.489
1181,1,1,1517.157,975.151
1182,1,1,1515.815,977.465
1183,0,0,1516.049,974.886
1184,1,1,1531.059,974.560
1185,1,1,1529.575,977.951
1186,1,1,1507.975,962.991
1187,1,1,1518.855,974.652
1188,1,1,1509.200,965.815
1189,1,1,1503.834,964.018
1190,0,0,1632.979,987.920
1191,1,1,1706.000,977.846
1192,1,1,1665.379,977.341
1193,1,1,1705.545,978.609
1194,1,1,1645.200,992.843
1195,1,1,1597.102,976.468
1196,1,1,1646.689,985.815
1197,1,1,1614.523,977.274
1198,1,1,1590.381,984.720
1199,1,1,1588.616,983.532
1200,1,1,1561.206,970.345
1201,1,1,1557.274,968.431
1202,1,1,1647.828,1034.147
1203,1,1,1602.874,975.748
1204,1,1,1593.280,977.908
1205,1,1,1576.690,971.206
1206,1,1,1576.468,971.182
1207,0,0,1569.655,968.129
1208,1,1,1665.514,972.578
1209,1,0,1591.593,976.745
1210,1,1,1572.978,981.778
1211,1,1,1813.803,999.397
1212,1,1,1606.880,972.517
1213,1,1,1549.569,978.733
1214,1,1,1604.332,978.867
1215,1,1,1545.576,966.320
1216,1,1,1533.729,979.889
1217,1,1,1509.298,963.047
1218,0,0,1512.407,964.529
1219,1,1,1517.052,974.702
1220,0,0,1670.954,965.348
1221,1,1,1715.686,995.667
1222,0,0,1620.585,989.600
1223,1,1,1594.794,988.185
1224,1,1,1586.388,982.652
1225,1,1,1571.859,980.770
1226,0,0,1556.043,972.117
1227,0,0,1568.425,965.957
1228,1,1,1563.680,974.517
1229,1,1,1566.640,969.077
1230,1,0,1569.415,970.111
1231,1,1,1561.643,976.160
1232,0,1,1565.016,971.932
1233,1,1,1592.467,982.178
1234,0,0,1579.575,973.938
1235,1,1,1566.935,981.132
1236,1,1,1560.517,968.062
1237,1,0,1563.452,971.015
1238,1,0,1563.698,976.104
1239,1,1,1627.034,980.031
1240,1,1,1564.013,973.366
1241,1,1,1566.271,974.357
1242,1,1,1568.455,969.409
1243,1,1,1555.311,972.898
1244,1,1,1591.022,980.147
1245,1,1,1582.547,973.631
1246,1,1,1687.126,980.905
1247,1,0,1559.853,969.704
1248,1,1,1525.730,965.341
1249,1,1,1526.068,976.585
1250,1,1,1525.107,977.686
1251,0,0,1518.178,974.806
1252,0,0,1534.203,964.129
1253,1,1,1524.664,965.902
1254,1,1,1524.413,975.920
1255,1,1,1510.855,964.419
1256,0,0,1517.416,974.345
1257,1,1,1521.120,974.554
1258,1,1,1572.701,975.083
1259,1,1,1524.172,976.554
1260,1,1,1523.871,976.080
1261,1,0,1518.948,976.191
1262,1,1,1516.923,973.004
1263,1,1,1519.754,975.329
1264,1,1,1513.483,972.265
1265,0,0,1520.117,969.785
1266,1,1,1525.464,979.040
1267,1,1,1517.951,973.625
1268,1,1,1518.812,974.284
1269,1,0,1518.062,978.344
1270,1,1,1514.800,972.148
1271,1,1,1562.689,1007.470
1272,1,1,1525.545,977.071
1273,1,1,1524.240,976.524
1274,1,1,1505.692,964.880
1275,1,1,1515.569,973.428
1276,1,1,1515.083,973.027
1277,1,1,1521.594,976.991
1278,1,1,1531.957,967.606
1279,1,1,1518.333,964.338
1280,1,1,1520.572,976.892
1281,0,0,1519.145,974.013
1282,1,1,1522.751,976.037
1283,1,1,1521.064,976.486
1284,1,1,1524.191,965.323
1285,1,1,1519.464,973.163
1286,1,1,1522.209,977.465
1287,1,1,1520.517,978.376
1288,1,1,1519.630,978.074
1289,0,0,1521.206,979.945
1290,1,1,1519.520,978.603
1291,1,1,1587.760,966.917
1292,0,0,1517.490,963.508
1293,1,1,1525.901,977.501
1294,1,1,1517.218,975.169
1295,1,1,1526.701,977.982
1296,1,1,1520.031,978.295
1297,1,1,1518.203,963.581
1298,0,0,1517.286,966.824
1299,1,1,1523.268,977.717
1300,0,0,1509.951,965.058
1301,1,1,1502.591,963.569
1302,0,0,1519.256,976.394
1303,1,1,1523.292,976.664
1304,1,1,1576.935,976.892
1305,1,1,1507.594,963.600
1306,1,1,1514.467,974.031
1307,1,1,1518.874,975.551
1308,1,1,1515.865,973.809
1309,1,1,1523.483,977.391
1310,1,1,1525.058,965.170
1311,1,1,1519.606,966.265
1312,1,0,1525.551,977.132
1313,1,0,1521.747,978.074
1314,1,1,1519.218,977.286
1315,1,1,1518.209,976.647
1316,0,1,1562.867,976.105
1317,1,1,1536.468,977.637
1318,1,1,1520.929,975.747
1319,1,1,1517.754,973.219
1320,1,1,1517.895,977.631
1321,0,0,1519.015,976.136
1322,1,1,1516.991,974.899
1323,1,1,1522.899,966.480
1324,1,1,1525.133,976.812
1325,1,1,1520.203,978.019
1326,1,1,1517.637,977.415
1327,1,1,1503.951,962.443
1328,1,1,1512.098,973.286
1329,1,1,1580.228,971.514
1330,1,1,1523.065,967.994
1331,1,1,1527.661,978.966
1332,1,1,1508.738,964.880
1333,1,1,1512.745,972.295
1334,1,1,1506.855,963.705
1335,1,1,1520.775,977.231
1336,1,1,1518.184,966.289
1337,1,1,1526.548,977.458
1338,1,1,1507.827,965.372
1339,1,1,1520.166,976.764
1340,1,1,1507.132,965.182
1341,1,1,1515.181,975.471
1342,1,1,1583.040,1021.883
1343,1,1,1528.184,977.373
1344,1,1,1526.590,979.391
1345,1,1,1519.606,977.077
1346,0,0,1513.957,974.849
1347,1,1,1517.483,975.502
1348,1,1,1516.868,977.267
1349,1,1,1525.594,973.772
1350,1,1,1530.904,979.207
1351,0,0,1524.129,977.853
1352,1,1,1515.194,972.271
1353,1,1,1522.191,976.720
1354,1,1,1516.135,974.567
1355,1,1,1520.782,965.858
1356,1,1,1524.905,976.579
1357,1,1,1524.751,975.625
1358,1,1,1521.114,978.178
1359,1,1,1505.089,963.495
1360,1,1,1516.308,977.181
1361,0,0,1516.326,974.960
1362,1,1,1570.732,967.853
1363,1,1,1529.827,977.200
1364,1,1,1520.043,974.794
1365,1,1,1520.985,978.633
1366,1,1,1516.400,973.304
1367,1,1,1503.360,962.917
1368,1,1,1522.824,965.243
1369,1,1,1529.157,979.102
1370,1,1,1516.874,977.231
1371,1,1,1521.317,974.849
1372,1,1,1519.317,974.468
1373,1,1,1519.046,977.434
1374,1,1,1505.065,962.633
1375,1,1,1641.600,985.311
1376,1,1,1524.609,966.141
1377,1,1,1528.874,978.831
1378,1,1,1517.384,973.858
1379,0,0,1513.890,976.363
1380,1,1,1517.717,975.969
1381,1,1,1526.713,966.744
1382,1,1,1527.538,976.166
1383,1,1,1520.898,976.824
1384,1,1,1520.345,976.936
1385,1,1,1517.206,975.828
1386,1,1,1517.194,975.496
1387,1,1,1564.406,975.114
1388,1,1,1529.077,978.960
1389,1,1,1522.173,979.367
1390,1,0,1515.704,975.064
1391,1,1,1520.166,977.735
1392,1,1,1516.794,976.720
1393,1,1,1508.763,964.252
1394,1,1,1522.622,966.855
1395,0,0,1522.000,974.468
1396,1,1,1518.628,974.234
1397,1,1,1516.320,973.668
1398,1,1,1516.511,978.006
1399,1,1,1512.794,972.141
1400,0,0,1572.997,1020.775
1401,1,1,1523.305,974.984
1402,1,1,1523.865,977.477
1403,1,1,1512.449,968.387
1404,0,0,1518.049,975.483
1405,1,1,1518.080,976.173
1406,1,1,1517.711,972.504
1407,1,1,1532.873,971.040
1408,1,1,1532.246,981.009
1409,1,1,1522.831,974.960
1410,0,0,1521.077,975.680
1411,1,1,1520.252,974.707
1412,0,0,1519.341,975.975
1413,1,1,1530.332,976.554
1414,1,1,1525.065,977.421
1415,0,0,1523.692,978.141
1416,1,1,1520.105,976.984
1417,1,1,1523.212,976.394
1418,1,1,1515.545,972.566
1419,1,1,1519.077,974.480
1420,1,1,1571.563,978.788
1421,1,1,1522.407,976.517
1422,1,1,1519.784,977.865
1423,1,1,1522.844,980.037
1424,1,1,1520.923,976.806
1425,1,1,1515.422,975.200
1426,1,1,1517.914,963.650
1427,1,1,1526.437,976.283
1428,1,1,1526.099,978.584
1429,0,0,1518.486,976.455
1430,1,1,1512.363,972.929
1431,1,1,1515.754,973.170
1432,1,1,1511.422,975.890
1433,1,1,1543.175,978.738
1434,1,1,1525.600,978.738
1435,1,1,1519.175,975.077
1436,1,1,1517.576,976.517
1437,1,1,1505.273,965.126
1438,1,1,1515.846,976.369
1439,1,1,1525.994,966.320
1440,1,1,1536.289,979.588
1441,1,1,1524.874,975.594
1442,1,1,1518.991,976.658
1443,0,0,1517.618,977.767
1444,0,0,1515.846,976.824
1445,1,1,1580.271,976.092
1446,1,1,1523.090,965.317
1447,1,1,1522.972,976.080
1448,0,1,1519.533,976.006
1449,1,1,1519.902,976.067
1450,0,1,1515.938,974.996
1451,1,1,1516.086,974.689
1452,1,1,1529.987,977.686
1453,0,0,1528.228,979.748
1454,1,1,1516.498,973.477
1455,1,1,1522.067,976.093
1456,1,1,1511.003,966.160
1457,1,1,1517.736,974.431
1458,1,1,1565.631,976.683
1459,0,0,1524.966,976.210
1460,0,0,1520.369,975.784
1461,0,0,1520.486,976.406
1462,1,1,1515.711,974.776
1463,1,1,1522.400,977.157
1464,0,0,1520.960,977.163
1465,0,0,1515.933,963.766
1466,1,1,1518.265,973.021
1467,1,1,1521.132,977.662
1468,0,0,1514.948,974.664
1469,1,1,1520.708,977.366
1470,1,1,1519.169,977.729
1471,1,1,1524.523,970.221
1472,1,1,1521.951,968.997
1473,1,1,1524.326,977.631
1474,1,1,1519.544,975.994
1475,1,1,1519.539,977.298
1476,1,1,1519.224,975.187
1477,1,1,1516.222,973.944
1478,1,1,1573.951,981.187
1479,1,1,1525.175,979.139
1480,1,1,1519.409,974.320
1481,1,1,1515.582,974.899
1482,0,0,1514.929,974.646
1483,1,0,1514.104,972.899
1484,1,1,1524.757,969.434
1485,1,1,1527.637,977.459
1486,1,1,1525.341,976.917
1487,0,0,1521.791,977.828
1488,1,1,1517.421,972.910
1489,1,0,1518.172,976.793
1490,1,1,1513.625,973.791
1491,1,1,1565.015,965.323
1492,1,1,1522.769,977.550
1493,1,0,1514.363,967.360
1494,1,1,1519.108,975.244
1495,1,1,1516.160,973.022
1496,1,1,1513.261,975.489
1497,1,1,1514.271,964.597
1498,1,1,1523.255,978.461
1499,1,1,1523.403,978.634
1500,1,0,1521.188,976.548
1501,1,1,1518.295,977.932
1502,1,1,1504.055,963.416
1503,1,1,1569.243,962.357
1504,1,1,1543.920,975.175
1505,1,1,1528.313,976.234
1506,1,1,1523.046,977.827
1507,1,1,1517.680,976.560
1508,1,1,1518.683,974.493
1509,1,1,1513.249,974.923
1510,1,1,1518.732,965.779
1511,1,1,1524.093,975.299
1512,1,1,1527.877,978.867
1513,0,0,1516.308,976.173
1514,1,1,1519.021,975.502
1515,0,1,1513.496,973.212
1516,1,1,1560.135,970.886
1517,1,1,1528.197,976.468
1518,1,1,1516.695,972.923
1519,1,1,1516.967,975.760
1520,1,1,1514.104,972.505
1521,1,1,1516.966,974.117
1522,1,1,1516.276,977.212
1523,0,0,1524.819,965.335
1524,0,0,1523.630,977.114
1525,0,0,1520.166,975.748
1526,1,1,1508.683,965.680
1527,1,1,1520.455,976.905
1528,1,1,1505.859,963.421
1529,1,1,1564.733,1011.847
1530,1,1,1527.305,975.181
1531,1,1,1518.455,973.224
1532,1,1,1521.151,976.665
1533,0,0,1517.040,975.545
1534,1,1,1513.945,974.492
1535,0,0,1520.677,976.062
1536,0,0,1523.686,968.006
1537,1,1,1528.813,978.252
1538,0,0,1520.985,974.923
1539,1,1,1516.591,976.560
1540,1,1,1519.077,975.853
1541,1,1,1513.624,975.182
1542,1,1,1534.043,979.206
1543,1,0,1522.498,976.880
1544,1,1,1524.339,976.110
1545,1,1,1518.807,975.545
1546,1,1,1517.403,974.554
1547,1,1,1512.313,973.421
1548,1,1,1516.450,974.221
1549,1,1,1596.455,976.775
1550,1,1,1539.323,974.671
1551,1,1,1527.557,975.803
1552,1,1,1522.572,973.003
1553,1,1,1518.677,977.716
1554,0,1,1505.502,962.098
1555,1,1,1530.985,970.314
1556,1,1,1527.957,975.970
1557,1,1,1522.253,978.185
1558,0,0,1517.945,978.517
1559,1,1,1516.252,975.828
1560,1,1,1521.859,976.990
1561,1,1,1520.253,977.489
1562,0,0,1529.046,965.157
1563,1,1,1521.255,973.674
1564,1,1,1519.366,975.206
1565,1,1,1520.813,978.603
1566,1,1,1520.382,977.871
1567,0,0,1513.231,972.480
1568,1,1,1532.886,964.000
1569,1,1,1528.326,975.754
1570,1,1,1519.299,974.025
1571,1,1,1515.575,974.234
1572,1,1,1515.747,975.188
1573,0,0,1509.065,970.560
1574,1,1,1571.994,974.252
1575,1,1,1535.132,979.409
1576,1,1,1524.344,976.326
1577,1,1,1519.243,976.233
1578,1,1,1518.923,976.616
1579,1,1,1518.689,977.311
1580,1,1,1517.563,976.781
1581,1,1,1518.265,963.692
1582,1,1,1516.209,963.871
1583,1,1,1516.542,975.834
1584,0,0,1519.366,977.176
1585,1,1,1519.084,976.535
1586,1,1,1519.631,976.996
1587,1,1,1566.738,976.843
1588,1,1,1530.147,977.680
1589,1,1,1507.452,963.151
1590,1,1,1503.822,963.120
1591,1,1,1506.739,963.446
1592,1,1,1506.400,964.265
1593,0,0,1503.661,962.751
1594,1,1,1519.181,967.065
1595,1,1,1527.926,976.708
1596,1,1,1516.676,973.330
1597,1,1,1505.822,963.994
1598,1,1,1513.575,974.117
1599,1,1,1513.268,971.588
1600,1,1,1575.711,1013.421
1601,0,0,1532.658,978.492
1602,1,1,1523.428,976.892
1603,1,1,1519.298,975.711
1604,1,1,1520.142,977.126
1605,1,1,1512.671,974.917
1606,1,1,1507.594,963.618
1607,1,1,1524.923,970.548
1608,1,1,1528.541,975.594
1609,1,1,1520.616,979.268
1610,0,0,1518.375,978.308
1611,1,1,1516.862,974.529
1612,1,1,1516.006,975.028
1613,1,1,1530.418,979.379
1614,1,1,1526.222,977.465
1615,1,1,1521.945,975.650
1616,1,1,1515.169,975.853
1617,1,1,1516.739,977.286
1618,1,1,1519.624,972.578
1619,1,1,1519.379,977.157
1620,1,1,1562.364,966.062
1621,0,0,1516.658,973.047
1622,1,1,1517.403,975.969
1623,1,1,1519.120,975.348
1624,0,1,1517.341,976.412
1625,1,1,1511.144,973.311
1626,1,1,1525.655,969.102
1627,1,1,1515.687,964.646
1628,1,0,1522.000,976.326
1629,1,1,1517.883,976.418
1630,1,1,1520.240,978.160
1631,1,1,1516.216,976.868
1632,1,1,1518.338,975.803
1633,1,1,1574.388,964.493
1634,1,1,1523.250,978.621
1635,1,1,1522.855,976.172
1636,1,1,1515.754,972.216
1637,1,1,1514.012,972.333
1638,1,1,1513.889,972.855
1639,1,1,1521.717,965.231
1640,1,1,1513.213,963.716
1641,1,1,1519.213,974.308
1642,0,0,1517.496,975.458
1643,1,1,1520.055,977.108
1644,1,1,1508.978,966.628
1645,1,1,1568.289,973.304
1646,1,1,1535.594,976.732
1647,0,0,1512.794,962.419
1648,1,1,1522.111,978.037
1649,1,1,1520.019,977.434
1650,1,1,1516.455,979.385
1651,1,1,1517.434,976.904
1652,1,1,1519.422,964.320
1653,1,1,1526.566,977.378
1654,0,0,1519.477,978.271
1655,0,0,1511.459,972.941
1656,1,0,1516.357,975.157
1657,1,1,1518.234,976.375
1658,1,1,1571.311,977.563
1659,1,1,1522.947,977.859
1660,1,1,1519.557,978.486
1661,1,1,1518.135,974.290
1662,0,0,1513.452,973.071
1663,1,1,1521.908,977.551
1664,1,1,1515.970,976.031
1665,1,1,1532.185,978.221
1666,1,0,1525.095,977.988
1667,1,1,1521.477,976.067
1668,1,1,1518.480,976.148
1669,1,1,1517.508,974.104
1670,1,1,1516.062,976.634
1671,1,1,1529.643,978.424
1672,1,1,1518.966,974.788
1673,1,1,1506.480,964.480
1674,1,1,1519.581,977.243
1675,0,0,1517.557,978.659
1676,1,1,1520.425,976.000
1677,1,1,1514.745,976.277
1678,1,1,1539.194,976.954
1679,1,1,1527.551,978.203
1680,1,1,1525.625,976.308
1681,1,1,1516.270,976.209
1682,0,0,1519.477,976.498
1683,1,1,1514.825,974.049
1684,1,1,1520.732,967.194
1685,1,1,1524.394,976.221
1686,1,1,1520.671,977.132
1687,1,1,1518.344,977.686
1688,1,1,1518.671,977.169
1689,1,1,1513.932,974.689
1690,1,1,1514.178,976.043
1691,1,1,1573.760,979.655
1692,1,1,1523.434,976.099
1693,1,1,1513.723,973.465
1694,1,1,1517.501,976.012
1695,1,1,1519.353,977.588
1696,1,1,1516.351,974.646
1697,1,1,1530.400,975.661
1698,1,1,1531.656,979.378
1699,0,0,1518.627,973.551
1700,1,1,1519.465,975.452
1701,1,1,1521.982,979.538
1702,1,1,1520.327,977.083
1703,1,1,1503.126,963.280
1704,1,1,1572.813,978.369
1705,1,1,1526.191,976.899
1706,1,1,1510.886,969.194
1707,1,1,1518.874,975.120
1708,1,1,1516.369,972.788
1709,1,1,1519.822,976.105
1710,1,1,1516.172,965.299
1711,1,1,1521.145,970.917
1712,1,1,1517.077,975.790
1713,1,1,1515.766,977.175
1714,1,1,1516.517,972.960
1715,0,0,1519.164,979.354
1716,1,1,1593.532,978.443
1717,1,1,1535.944,977.230
1718,1,1,1522.640,973.957
1719,1,1,1523.644,977.354
1720,1,1,1506.437,963.366
1721,1,1,1519.705,976.905
1722,1,1,1517.366,974.135
1723,0,0,1517.188,965.446
1724,1,1,1526.597,975.348
1725,1,1,1523.187,976.363
1726,1,1,1523.225,976.806
1727,1,1,1518.049,973.514
1728,1,1,1515.477,974.351
1729,1,1,1564.788,973.231
1730,1,1,1524.185,978.351
1731,1,1,1524.184,977.126
1732,1,1,1511.668,973.262
1733,0,0,1516.080,976.874
1734,1,1,1518.400,977.255
1735,1,1,1515.293,974.917
1736,0,0,1513.046,964.296
1737,1,1,1521.385,973.913
1738,1,1,1516.130,976.276
1739,1,1,1515.458,974.332
1740,1,1,1518.948,978.615
1741,1,1,1514.567,975.563
1742,1,1,1524.013,971.403
1743,1,1,1524.172,977.200
1744,1,1,1518.185,975.810
1745,1,1,1506.191,966.049
1746,1,1,1518.782,975.132
1747,1,1,1516.240,975.741
1748,1,1,1515.692,977.932
1749,1,1,1518.893,964.308
1750,1,0,1528.320,976.252
1751,1,1,1523.551,976.622
1752,0,0,1515.576,972.327
1753,1,1,1517.982,976.388
1754,1,1,1521.630,979.040
1755,1,1,1681.661,1092.351
1756,0,0,1547.871,982.283
1757,0,0,1524.824,973.791
1758,1,1,1526.172,978.572
1759,0,0,1522.215,975.821
1760,1,1,1517.631,977.791
1761,1,1,1515.914,972.990
1762,1,1,1592.123,980.548
1763,1,1,1523.298,975.064
1764,1,1,1523.785,977.428
1765,1,1,1519.342,975.188
1766,1,1,1517.582,976.899
1767,1,1,1516.905,976.917
1768,1,1,1519.742,965.520
1769,0,0,1521.896,975.280
1770,1,1,1517.507,974.542
1771,0,1,1517.218,976.751
1772,1,1,1519.901,975.348
1773,1,1,1516.055,973.865
1774,1,1,1567.040,976.043
1775,1,1,1530.012,979.698
1776,1,1,1524.142,979.126
1777,1,1,1518.769,975.391
1778,1,1,1514.776,976.000
1779,1,1,1517.840,978.031
1780,1,1,1516.923,976.105
1781,1,1,1526.880,967.594
1782,0,0,1511.668,964.622
1783,1,1,1511.132,964.597
1784,1,0,1508.781,962.837
1785,1,1,1518.123,976.967
1786,1,1,1513.668,974.468
1787,1,1,1565.317,964.781
1788,1,1,1527.440,968.714
1789,1,1,1515.114,974.659
1790,1,1,1521.834,976.621
1791,0,0,1519.243,975.551
1792,1,1,1522.425,976.862
1793,1,0,1516.043,975.458
1794,1,1,1520.498,966.012
1795,0,0,1529.741,976.480
1796,1,1,1511.040,965.957
1797,1,1,1517.108,973.920
1798,1,1,1511.569,972.344
1799,1,1,1518.030,976.573
1800,1,0,1528.124,974.954
1801,1,1,1527.095,974.886
1802,0,0,1518.917,973.385
1803,1,1,1519.132,974.696
1804,1,1,1521.342,976.363
1805,1,1,1512.191,972.726
